motorcycle,8,交通部交通法規規定：機車胎紋深度不得少於幾公釐,0.8,0.6,0.5,1
motorcycle,9,汽機車只要出廠滿幾年，每年就需要接受定期檢驗,5,3,10,7
motorcycle,10,下列何者是安全駕駛機車的行為,以上皆是,騎車時不可接聽電話,車子應定期保養,行車要保持安全距離
bicycle,1,請問鐵人三項的自行車計時賽是用何種腳踏車,公路自行車,登山車,越野公路車,速降腳踏車
bicycle,2,哪個國家的腳踏車數大於人口數,荷蘭,英國,香港,德國
bicycle,3,荷蘭的鐵路交通網約有幾公里,35000,30000,40000,25000
bicycle,4,荷蘭人大多都在幾歲學會騎腳踏車,2~3,4~5,7~8,8~9
bicycle,5,下列何者不是youbike的理念,增加市政收入,減少汽機車之使用，改善空氣品質,居住生活品質改善,達到環保與節能的目的
bicycle,6,下列何者不是youbike的配備,火箭筒,三段變速系統,反光輪胎,嵌入式後燈
bicycle,7,下列何者不是youbike的收費單位,30元/30分,5元/30分,10元/30分,20元/30分
bus,1,公車的概念源自與下列何者,公共馬車,公共人力車,公共腳踏車,接駁車
bus,2,台中市公車幾公里內不用錢,10,5,15,20
bus,3,下列哪種公車沒有出現在台灣過,雙層公車,雙節公車,低底盤公車,復康巴士
bus,4,台灣最早出現BRT的縣市是哪個縣市,嘉義市,台中市,高雄市,台北市
bus,5,駕駛公車要考取什麼駕照,職業聯結車駕照,普通聯結車駕照,普通大客車駕照,大貨車普通駕駛
bus,6,一輛公車通常能載幾個人,50-60,20-30,30-40,60-70
bus,7,台中市公車平均載客量是多少,30-40萬/天,10-20萬/天,20-30萬/天,40-50萬/天
laptop,1,下列哪間廠商的筆電市占率是最高的,惠普,聯想,蘋果,華碩
laptop,2,公認的第一台筆記型電腦是由哪間公司研發出來的,東芝,蘋果,惠普,宏碁
laptop,3,筆電的類型可分為幾種類型,4,3,2,8
laptop,4,下列何者不是筆電的基本組成,以上皆非,外殼,螢幕,處理器
laptop,5,下列哪家廠商不是筆電CPU的主要供應商,Transmeta,VIA,Intel,AMD
laptop,6,攜帶型電腦(筆記型電腦的雛形)最先出現在哪個國家,美國,中國,日本,韓國
laptop,7,下列哪些不是筆記型電腦發展迅速的原因,以上皆是,SVGA的顯示屏被大量採用,Intel開始研發筆電用CPU,硬碟的發展
cellphone,1,2018年度手機銷售最多的是哪個廠牌,Samsumg,Apple,華為,小米
cellphone,2,請問2018年年度最暢銷的手機是哪隻,三星Galaxy Note 9 ,iPhone XS,iPhone XS MAX,
cellphone,3,請問三星蟬聯了幾年的手機銷售榜首,7,6,5,4
cellphone,4,下列最多人使用的手機作業系統為?,Android（Google）,iOS（Apple）,Windows Mobile,BlackBerry
cellphone,5,全世界第一台智慧型手機是哪個廠商研發的,IBM,三星,蘋果,華碩
cellphone,6,下列手機發出的東西哪個會影響睡眠,藍光,提示聲,輻射,震動
cellphone,7,下列哪些不是減少手機輻射的做法,使用免提模式講電話,避免長時間講電話,睡眠時遠離手機,使用耳機講電話
cellphone,8,下列關於手機電池的敘述何者為真,空電充手機減少電池壽命,手機要用完電再充電對電池比較好,手機充滿電一定要拔下來,手機邊玩邊充電降低電池壽命
headphone,1,長期使用耳機會對人體帶來甚麼影響,以上皆是,注意力下降,對周遭感知能力降低,聽力受損
headphone,2,一天佩戴耳機的時間最好不超過幾個小時,4,5,6,7
headphone,3,使用耳機時音量不宜超過最高音量的幾%,60,50,40,70
headphone,4,耳機是使用下列哪種原理將信號電流轉成聲音,電磁感應,電流磁效應,安培定理,冷次定律
headphone,5,以換能原理區分哪種耳機不需要用電,氣動式,動鐵式,動圈式,靜電式
headphone,6,現在最主要使用的耳機換能原理是?,動鐵式,氣動式,壓電式,電磁式
headphone,7,下列哪間公司是歷史最悠久的耳機品牌,Beyerdynamic拜亞動力,Sennheiser 森海塞爾 ,Audio-technica 鐵三角,Grado歌德
keyboard,1,鍵盤上的英文不是照字母順序排列的原因是甚麼?,因應早期打字機反應速度,一開始就是隨機編排,按照特殊的電腦編碼編排,增加打字學習速度
keyboard,2,下列哪個動作不能使用鍵盤快捷鍵完成,清理 [資源回收筒],複製,貼上,重新命名
keyboard,3,請問開啟工作管理員的快捷鍵是下列何者?,Ctrl+Shift+Esc,Alt+Esc,Ctrl+Shift,Shift+F10
keyboard,4,下列哪個快捷鍵不是用於複製貼上,"Ctrl+X	",Ctrl+C,Ctrl+Insert,"Ctrl+V	"
keyboard,5,請問Ctrl+Esc是哪個動作的快捷鍵,開啟 [開始] 功能表,啟用多種鍵盤配置時切換鍵盤配置,搜尋檔案或資料夾,取消目前的工作
keyboard,6,請問下列哪個單一按鍵是沒有功能的,F7,F1,F2,F5
keyboard,7,下列何者不是已存在的鍵盤,感應式鍵盤,機械鍵盤,電容式鍵盤,薄膜鍵盤
screen,1,螢幕尺寸通常以下列何者做計算,螢幕對角線長度,螢幕寬度,螢幕長度,螢幕面積
screen,2,螢幕所謂的對比度是什麼的比較,亮度,彩度,寬度,長度
screen,3,常說的60HZ，120HZ…指的是什麼,顯示器更新畫面的頻率,一秒內的畫面幀數,顯示器接收信號的頻率,螢幕效能好壞
screen,4,哪個不是液晶螢幕的光線經濾光片出來的顏色,黃,紅,綠,藍
screen,5,螢幕顏色的展現除了濾光片外還要透過什麼調整,電壓,電流,電阻,溫度
screen,6,第一台電腦螢幕是哪家公司推出的,Apple,Sony,LG,SAMSUNG
screen,7,下列何者不是螢幕常用的長寬比,5比4,16比10,16比9,4比3
mouse,1,世界上的第一個滑鼠是誰發明的,道格拉斯·恩格爾巴特,尼古拉斯·路易斯·羅伯特,亨利·戈培爾,托馬斯·愛迪生
mouse,2,世界上的第一個滑鼠出現在哪個國家,美國,日本,蘇聯,英國
mouse,3,下列何者是滑鼠靈敏度的單位,DPI,FPS,HZ,ping
mouse,4,下列何者是光學滑鼠使用紅光的原因,以上皆是,價錢便宜,感測器對紅光最敏感,低功耗需求
mouse,5,下列何者是機械滑鼠的特色,以上皆是,表面相容性高,能準確還原移動軌跡,維護成本較光學滑鼠高
mouse,6,發明滑鼠最主要的想法是,代替鍵盤繁瑣的指令,加快電腦運作,增加操作電腦的直觀程度,增加使用者的便利性
mouse,7,下列何者不是光學滑鼠的特點,成本較高,高準確性,耐用,高可靠性
bottle,1,塑膠瓶三角形符號上的數字代表甚麼?,製成材質,回收方法,分類的類別,加工步驟
bottle,2,為何啤酒不能用塑膠瓶裝,因塑膠材質會導致酒的味道改變,酒精會侵蝕瓶身,塑膠會讓酒變有毒,塑膠會使酒精變質
bottle,3,幾號塑膠瓶的耐熱最高,5,3,2,1
bottle,4,我們常說的寶特瓶是指幾號塑膠瓶,1,2,3,4
bottle,5,下列何者不是塑膠瓶的優點,不易產生有害物質,可重複利用,重量輕,穩定性高
bottle,6,下列哪些塑膠瓶可以多次利用,2、5號,1、2號,1、4號,3、5號
bottle,7,塑膠瓶因製成材料不同被分成幾種,7,6,5,4
book,1,"最早出現的""紙""是在甚麼時期",西元前2世紀,西元前3世紀,西元前1世紀,西元第一世紀
book,2,最早改造造紙術的是誰,蔡倫,高仙之,李約瑟,蔣友仁
book,3,請問紙的成分中有哪個成分是不利於保存紙,木質素,纖維素,半纖維素,蛋白質
book,4,請問中國歷史上最早的製紙材料是?,麻,稻草,桑皮,竹
book,5,下列何者是聯合國教科文組織對圖書的定義?,以上皆是,49頁以上的印刷品,特定的書名和著者名,編有國際標準書號
book,6,下列何者是國際圖書館協會聯合會制定的國際標準書號的內容,出版日期,國家碼,出版社碼,標題碼
book,7,世界上最大的書是在哪個國家,緬甸,法國,英國,中國
glasses,1,眼鏡最早出現在什麼時期,13世紀,7世紀,10世紀,14世紀
glasses,2,中國古文中的「靉靆」指的是什麼,眼鏡,放大鏡,天鵝,球類運動
glasses,3,近視眼鏡的鏡片是什麼鏡片,凹透鏡,凸透鏡,平面鏡,
glasses,4,老花眼鏡的鏡片是什麼鏡片,凹透鏡,凸透鏡,平面鏡,
glasses,5,何謂雙光鏡片,可看近又可看遠的鏡片,有兩種近視度數鏡片,用於矯正近視跟閃光的鏡片,用於矯正遠視跟閃光的鏡片
glasses,6,甚麼顏色的鏡片最適合用在太陽眼鏡上,灰色,棕色,藍色,黃色
glasses,7,甚麼顏色的鏡片最不適合用在太陽眼鏡上,藍色,黃色,墨綠色,灰色
pen,1,下列何者是原子筆比鋼筆泛用的原因,以上皆是,價錢較低,使用時間較長,多數材質的紙都可以用
pen,2,原子筆當初因何種原因而被發明,能在粗糙的材質上書寫,取代價錢高的鋼筆,為了書寫起來比較輕鬆,延長墨水的使用時間
pen,3,哪個素材沒有被當作鉛筆的材料,木炭,石墨,鉛,黏土
pen,4,為什麼鉛筆叫鉛筆,人們誤將石墨當作鉛,鉛是鉛筆的材料之一,早期的鉛筆是由鉛製成,古時候人們以鉛粉當作筆芯
pen,5,下列何者不是筆芯的特性,石墨添加得越多，筆芯愈硬,石墨添加得越多，筆芯愈軟,石墨添加得越多，筆芯愈黑,黏土添加得愈多，筆芯則愈硬
pen,6,石墨因何種力而附著在紙上,凡得瓦力,重力,黏性,萬有引力
pen,7,下列何者是粉筆的材質,碳酸鈣,硫酸鈣,氧化鈣,氫氧化鈣
pen,8,下列何者是粉筆較白板筆常用的原因,以上皆是,粉筆的價格更低廉,白板筆多有刺鼻氣味,白板筆會對布料形成永久染色
pen,9,下列何者不是文房四寶,紙鎮,筆,墨,紙
pen,10,下列何者不是原子筆的特徵,需警慎保養筆尖,筆尖為小圓珠,墨水為油墨,墨水吸附性強
tree,1,相傳蘇鐵的形態乃是由金鳳凰變成，羽狀的複葉正如同展開的鳳凰尾，因此它也有什麼樣的稱呼？,鳳尾蕉,羽狀蕉,鳳凰尾,鳳羽蕉
tree,2,樹的高度是1至多少公尺?,4.5,2,12,7
tree,3,蘇鐵是甚麼植物,裸子類植物,被子類植物,蕨類,以上皆非
tree,4,蘇鐵與下列哪位歷史名人有關,蘇東坡,蘇洵,蘇轍,蘇治芬
tree,5,蘇鐵葉子的形狀是,線狀長橢圓形,卵形,披針形,針形
tree,6,下列何者是蘇鐵葉序,叢生,互生,對生,輪生
tree,7,蘇鐵的果實是甚麼種類的,毬果,莢果,漿果,堅果
tree,8,蘇鐵(Cycas)的名字是來自希臘文的什麼植物,椰子樹,棕梠樹,蕨類植物,月桂樹
tree,9,小葉南洋杉全株均有臘質被覆保護，故對什麼有極強的抵抗力?,潮風及鹽分,垃圾汙染,空氣汙染,動物破壞
tree,10,下列何者為五大園景樹,小葉南洋杉,錫蘭葉下珠,白玉蘭,金露花
tree,11,小葉南洋杉是甚麼植物,裸子類植物,被子類植物,蕨類,以上皆非
tree,12,小葉南洋杉的果實是甚麼種類的,毬果,莢果,漿果,堅果
tree,13,小葉南洋杉葉子的形狀是,針狀,卵形,披針形,針形
tree,14,下列何者是小葉南洋杉葉序,叢生,對生,輪生,互生
tree,15,錫蘭葉下珠的果實是甚麼種類的,蒴果,莢果,漿果,毬果
tree,16,下列何者是錫蘭葉下株葉序,互生,對生,輪生,叢生
tree,17,錫蘭葉下珠葉子的形狀是,披針形,卵形,長橢圓形,圓形
tree,18,錫蘭葉下珠是哪種葉緣,全緣,波狀緣,鋸齒緣,裂緣
tree,19,小葉欖仁的種子可依靠下列何種傳播,蝙蝠,昆蟲,麻雀,風
tree,20,小葉欖仁的葉子的特徵?,光滑，略帶褐色,粗糙，略帶褐色,光滑，略帶黃色,粗糙，略帶褐色
tree,21,小葉欖仁栽培土質選擇性不嚴，但在哪種土上聲譽最旺盛,砂質壤土,黏土,壤土,赤玉土
tree,22,小葉欖仁的果實是甚麼種類的,核果,莢果,漿果,毬果
tree,23,下列何者是小葉欖仁葉序,互生,對生,輪生,叢生
tree,24,小葉欖仁葉子的形狀是,倒卵形,卵形,長橢圓形,圓形
tree,25,小葉欖仁的葉子是哪種葉緣,全緣,波狀緣,鋸齒緣,裂緣
tree,26,全世界現有1000多種榕樹，在下列哪種環境植物中有最大木本樹種之一的稱呼,熱帶植物,溫帶植物,寒帶植物,亞熱帶植物
tree,27,在台灣，榕樹多指哪一種？,細葉榕,琴葉榕,斑葉榕,澀葉榕
tree,28,榕樹生長於海拔幾公尺？,700m,2000m,2500m,1950m
tree,29,植物氣根有四種，支柱根、攀緣根、呼吸根、寄生根，請問榕樹的氣根是哪一種？,支柱根,攀緣根,寄生根,呼吸根
tree,30,榕樹的氣根是什麼作用？,伸入土壤有支撐作用，防止倒伏,分泌黏液，固著於其他物體上,會向上伸出土面，暴露於空氣中，便於呼吸,鑽入寄主的莖內，吸取營養
tree,31,下列何者是榕樹葉序,互生,對生,輪生,叢生
tree,32,榕樹葉子的形狀是,倒卵形,卵形,長橢圓形,圓形
tree,33,榕樹的葉子是哪種葉緣,全緣,波狀緣,鋸齒緣,裂緣
tree,34,榕樹的氣生根若深入土中，則能逐漸發育成?,支柱根,攀緣根,寄生根,呼吸根
tree,35,榕樹果實的種類是,隱花果(複果),單花果(聚合果),柑果,以上皆非
tree,36,細葉變葉木的汁液有毒，誤食有什麼症狀？,肚痛和腹瀉,口乾舌燥、頭暈,呼吸困難、喪失知覺,心臟衰竭
tree,37,細葉變葉木屬於哪一目？,金虎尾目,薔薇目,毛茛目,桃金孃目
tree,38,細葉變葉木原產於那種環境地區？,熱帶地區,亞熱帶地區,寒帶地區,溫帶地區
tree,39,下列何者是細葉變葉木的葉序,互生,對生,輪生,叢生
tree,40,細葉變葉木果實的種類是,蒴果,核果,莢果,漿果
tree,41,細葉變葉木葉子的形狀是,橢圓形、披針形,倒卵形、心形,卵形、菱形,針形、圓形
tree,42,細葉變葉木的葉子是哪種葉緣,全緣、淺裂至深裂,波狀緣,鋸齒緣,缺刻狀
tree,43,細葉變葉木有什麼特色,以上皆是,不規則的葉形,多變的葉色,不容易結果
tree,44,南天竹葉子的特色是什麼,橢圓狀披針形，冬季常變紅色,有蠋質表面,針狀向上彎而尖,螺旋狀排列
tree,45,原產於哪個國家,日本,台灣,韓國,菲律賓
tree,46,南天竹果實的種類是,漿果,蒴果,莢果,核果
tree,47,下列何者是南天竹的葉序,對生,互生,輪生,叢生
tree,48,南天竹的葉子是哪種葉緣,全緣,波狀緣,鋸齒緣,裂緣
tree,49,南天竹葉子的形狀是,橢圓形或橢圓狀披針形,倒卵形或倒卵心形,長橢圓形,圓形
tree,50,南天竹的葉子到什麼季節會變色,冬,夏,春,秋
tree,51,樟樹是把哪個部位蒸餾出樟腦及樟腦油,樹幹,樹葉,果實,花
tree,52,哪一類患者不宜接觸樟腦之衍生製品？,蠶豆症,異味性皮膚炎,貧血,糖尿病
tree,53,樟樹的用處很多，哪一個是因為木質芳香而產生的？,抗蟲害,作為行道樹及防風林,作成藥物,供塑料、炸藥、防腐
tree,54,樟樹果實是在幾月到幾月成熟？,10~11,8~9,2~3,12~1
tree,55,下列何者是樟樹的葉序,互生,對生,輪生,叢生
tree,56,樟樹葉子的形狀是,橢圓形或卵形,卵形或長橢圓形,心形或橢圓形,扇形或盾形
tree,57,樟樹的葉子是哪種葉緣,全緣，波浪狀,不整鋸齒狀或鋸齒狀,鈍齒,淺圓裂
tree,58,樟樹果實的種類是,核果,漿果,蒴果,莢果
tree,59,杜鵑花在臺灣主要分佈在哪裡？,北部,中部,南部,東部
tree,60,杜鵑花的葉子有什麼特徵？,有絨毛，能吸住灰塵,針狀，減少水分散失,有蠋質表面,有黃色斑點
tree,61,杜鵑花同常在哪兩個季節開花？,春、秋,秋、冬,春、夏,秋、夏
tree,62,杜鵑花是哪一國的國花？,尼泊爾,瑞典,阿根廷,西班牙
tree,63,下列何者是杜鵑花的葉序,互生,對生,輪生,叢生
tree,64,杜鵑花葉子的形狀是,披針形,倒卵形,卵形,長橢圓形
tree,65,杜鵑花果實的種類是,蒴果,核果,莢果,漿果
tree,66,杜鵑花的葉子是哪種葉緣,全緣,波狀緣,鋸齒緣,裂緣
tree,67,杜鵑花的花期約在幾月,3~5,5~7,7~9,9~11
tree,68,杜鵑花的花色,紫紅色,淡紅色,淡藍色,淡紫色
tree,69,金露花在哪兩個季節開花?,夏、秋,春、夏,秋、冬,冬、春
tree,70,金露花的花色是什麼顏色?,紫色,黃色,橙色,紅色
tree,71,金露花台灣本島普遍栽培為什麼用?,綠籬,觀賞,販售,培育新品種
tree,72,下列何者是金露花葉序,對生,互生,輪生,叢生
tree,73,若誤食金露花果實可能會有什麼症狀,腹痛腹瀉,頭痛,精神變好,肌肉痠痛
tree,74,金露花有什麼用途,以上皆是,根莖可入藥,花可當興奮劑,觀賞用
tree,75,金露花的名字是因為,金色果實,金色花朵,金色葉子,金色樹枝
tree,76,金露花葉子的形狀是,卵狀橢圓形,針形,倒披針形,圓形
tree,77,金露花花色,淺紫色,淡綠色,淡紅色,淡黃色
tree,78,金露花的葉子是哪種葉緣,全緣或中部以上有鋸齒,齒牙緣,波狀緣,裂緣
tree,79,金露花的果實是甚麼種類的,核果,莢果,漿果,毬果
tree,80,白玉蘭花期為多久,10天,15天,一個月,一週
tree,81,民間傳統的宅院配植中講究「玉棠春富貴」，哪個是指白玉蘭?,玉,玉棠,棠,春
tree,82,在唐朝時它的花朵被看作是什麼的象徵?,純潔,愛情,信任,貞潔
tree,83,下列何者是白玉蘭葉序,互生,對生,輪生,叢生
tree,84,白玉蘭是台灣哪個朝代的代表花種,鄭氏,清領前期,日治,民國
tree,85,下列哪個季節白玉蘭會開花,春,冬,秋,夏
tree,86,下列何者是白玉蘭的別名,以上皆是,玉蘭花,香花,木筆
tree,87,種植白玉蘭有什麼用處,以上皆是,種子榨油,食用花瓣,樹皮入藥
tree,88,白玉蘭葉子的形狀是,倒卵形,卵形,長橢圓形,圓形
tree,89,白玉蘭的葉子是哪種葉緣,波狀緣,全緣,鋸齒緣,裂緣
tree,90,錫蘭葉下珠的花期有幾個月?,3個月,1個月,半年,1年
tree,91,錫蘭葉下珠的花期約在幾月,6~8,3~5,1~3,7~9
tree,92,小葉欖仁的花色,淡綠色或淡黃綠色,淡紅色,淡藍色,淡紫色
tree,93,小葉欖仁開花的季節,秋,夏,春,冬
tree,94,榕樹開花的季節,春、秋,秋、冬,春、夏,秋、夏
tree,95,細葉變葉木花期在那時候？,9月、10月,7月、8月,5月、6月,3月、4月
tree,96,細葉變葉木的花色,乳白色,淡黃色,淡藍色,橙色
tree,97,南天竹哪兩個季節開花？,春、夏,春、秋,秋、冬,春、冬
tree,98,南天竹的花色,白色,紅色,灰色,橙紅色
tree,99,南天竹的花期是幾月到幾月,3~6 月,1~2月,7~8月,6~9月
tree,100,樟樹的花色,黃白色,乳白色,淡黃色,黃綠色
